"id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"thomago01",1978,1,"ML4","AL",137,452,70,111,24,1,32,86,3,4,73,133,4,2,6,3,6
"thornan01",1978,1,"CLE","AL",145,508,97,133,22,4,33,105,4,7,93,72,4,6,2,8,17
"tiantlu01",1978,1,"BOS","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tidrodi01",1978,1,"NYA","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"torremi01",1978,1,"BOS","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"trammal01",1978,1,"DET","AL",139,448,49,120,14,6,2,34,3,1,45,56,0,2,6,3,12
"washicl01",1978,1,"TEX","AL",12,42,1,7,0,0,0,2,0,1,1,12,0,0,0,0,1
"washicl01",1978,2,"CHA","AL",86,314,33,83,16,5,6,31,5,5,12,57,2,1,2,4,7
"whitalo01",1978,1,"DET","AL",139,484,71,138,12,7,3,58,7,7,61,65,0,1,13,8,9
"whitefr01",1978,1,"KCA","AL",143,461,66,127,24,6,7,50,13,10,26,59,1,3,9,2,2
"whitero01",1978,1,"NYA","AL",103,346,44,93,13,3,8,43,10,4,42,35,7,2,2,3,9
"whitter01",1978,1,"TOR","AL",2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"wilcomi01",1978,1,"DET","AL",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wilsowi02",1978,1,"KCA","AL",127,198,43,43,8,2,0,16,46,12,16,33,0,2,5,2,2
"wiseri01",1978,1,"CLE","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"wohlfji01",1978,1,"ML4","AL",46,118,16,35,7,2,1,19,3,2,6,10,0,0,1,2,2
"woodwi01",1978,1,"CHA","AL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"yastrca01",1978,1,"BOS","AL",144,523,70,145,21,2,17,81,4,5,76,44,8,3,1,8,9
"yountro01",1978,1,"ML4","AL",127,502,66,147,23,9,9,71,16,5,24,43,1,1,13,5,5
"almonbi01",1978,1,"SDN","NL",138,405,39,102,19,2,0,21,17,5,33,74,10,0,3,1,6
"alouje01",1978,1,"HOU","NL",77,139,7,45,5,1,2,19,0,0,6,5,1,0,4,3,4
"bahnsst01",1978,1,"MON","NL",44,11,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0
"bairdo01",1978,1,"CIN","NL",70,14,1,2,0,0,0,1,0,0,0,4,0,0,1,0,0
"bakerdu01",1978,1,"LAN","NL",149,522,62,137,24,1,11,66,12,3,47,66,2,3,4,3,10
"bannifl01",1978,1,"HOU","NL",28,31,2,5,1,0,0,0,0,0,1,12,0,0,5,0,0
"benchjo01",1978,1,"CIN","NL",120,393,52,102,17,1,23,73,4,2,50,83,10,1,1,6,9
"berenju01",1978,1,"NYN","NL",5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"bergmda01",1978,1,"HOU","NL",104,186,15,43,5,1,0,12,2,0,39,32,9,0,1,2,5
"biittla01",1978,1,"CHN","NL",120,343,32,88,15,1,4,50,0,1,23,37,4,1,1,6,8
"bluevi01",1978,1,"SFN","NL",35,79,8,6,1,0,1,2,0,0,16,51,0,1,5,0,0
"blylebe01",1978,1,"PIT","NL",37,85,4,11,2,0,0,11,0,0,1,35,0,0,7,0,0
"boonebo01",1978,1,"PHI","NL",132,435,48,123,18,4,12,62,2,5,46,37,10,1,5,8,13
"bowala01",1978,1,"PHI","NL",156,654,78,192,31,5,3,43,27,5,24,40,1,1,11,2,6
"brocklo01",1978,1,"SLN","NL",92,298,31,66,9,0,0,12,17,5,17,29,2,0,1,1,4
"bucknbi01",1978,1,"CHN","NL",117,446,47,144,26,1,5,74,7,5,18,17,5,0,1,5,16
"burrira01",1978,1,"CHN","NL",41,61,3,7,1,2,0,2,0,0,2,13,0,0,7,0,1
"burroje01",1978,1,"ATL","NL",153,488,72,147,30,6,23,77,1,2,117,92,12,0,0,6,16
"cabelen01",1978,1,"HOU","NL",162,660,92,195,31,8,7,71,33,15,22,80,1,5,3,4,14
"candejo01",1978,1,"PIT","NL",31,52,6,9,3,0,0,1,0,0,9,19,0,2,7,0,2
"cardejo02",1978,1,"PHI","NL",87,201,27,50,12,0,4,33,2,3,23,16,2,0,0,2,5
"carltst01",1978,1,"PHI","NL",34,86,7,25,3,1,0,13,0,0,3,14,0,0,3,1,0
"carrocl02",1978,1,"PIT","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cartega01",1978,1,"MON","NL",157,533,76,136,27,1,20,72,10,6,62,70,11,5,2,5,10
"cedence01",1978,1,"HOU","NL",50,192,31,54,8,2,7,23,23,2,15,24,1,0,2,0,4
"ceyro01",1978,1,"LAN","NL",159,555,84,150,32,0,23,84,2,5,96,96,9,7,2,7,13
"clarkja01",1978,1,"SFN","NL",156,592,90,181,46,8,25,98,15,11,50,72,8,3,3,9,15
"collida02",1978,1,"CIN","NL",102,102,13,22,1,0,0,7,7,7,15,18,0,0,1,2,2
"conceda01",1978,1,"CIN","NL",153,565,75,170,33,4,6,67,23,10,51,83,4,1,3,4,14
"cruzjo01",1978,1,"HOU","NL",153,565,79,178,34,9,10,83,37,9,57,57,9,0,2,3,9
"curtijo01",1978,1,"SFN","NL",46,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"davalvi01",1978,1,"LAN","NL",75,77,15,24,1,1,1,11,2,1,3,7,0,0,0,1,1
"dawsoan01",1978,1,"MON","NL",157,609,84,154,24,8,25,72,28,11,30,128,3,12,4,5,7
"dejesiv01",1978,1,"CHN","NL",160,619,104,172,24,7,3,35,41,12,74,78,5,2,15,2,12
"driesda01",1978,1,"CIN","NL",153,524,68,131,23,3,16,70,28,9,75,79,7,4,3,6,13
"dwyerji01",1978,1,"SLN","NL",34,65,8,14,3,0,1,4,1,0,9,3,1,1,0,0,1
"dwyerji01",1978,2,"SFN","NL",73,173,22,39,9,2,5,22,6,0,28,29,3,0,3,4,1
"evansda01",1978,1,"SFN","NL",159,547,82,133,24,2,20,78,4,5,105,64,12,0,6,10,5
"fergujo01",1978,1,"HOU","NL",51,150,20,31,5,0,7,22,0,0,37,30,6,1,1,2,6
"fergujo01",1978,2,"LAN","NL",67,198,20,47,11,0,7,28,1,2,34,41,5,1,1,1,9
"fingero01",1978,1,"SDN","NL",67,12,0,2,0,0,0,2,0,0,0,3,0,0,2,0,0
"foliti01",1978,1,"NYN","NL",113,413,37,106,21,1,1,27,2,5,14,30,1,2,12,2,10
"forscbo01",1978,1,"SLN","NL",34,83,2,15,7,0,1,8,0,0,1,26,0,0,5,0,3
"forscke01",1978,1,"HOU","NL",52,27,1,5,0,0,0,3,0,0,0,9,0,0,2,0,0
"forstte01",1978,1,"LAN","NL",47,8,1,4,1,0,0,2,0,0,0,0,0,0,1,0,0
"fostege01",1978,1,"CIN","NL",158,604,97,170,26,7,40,120,4,4,70,138,16,7,0,6,18
"fregoji01",1978,1,"PIT","NL",20,20,3,4,1,0,0,1,0,0,6,8,0,0,0,0,0
"frymawo01",1978,1,"CHN","NL",13,16,0,1,1,0,0,1,0,0,0,5,0,0,3,1,0
"frymawo01",1978,2,"MON","NL",19,34,1,2,1,0,0,1,0,0,0,7,0,0,2,0,0
"gamblos01",1978,1,"SDN","NL",126,375,46,103,15,3,7,47,1,2,51,45,11,6,0,5,2
"garbege01",1978,1,"PHI","NL",22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"garbege01",1978,2,"ATL","NL",44,11,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0
"garneph01",1978,1,"PIT","NL",154,528,66,138,25,9,10,66,27,14,66,71,12,5,3,7,18
"garvest01",1978,1,"LAN","NL",162,639,89,202,36,9,21,113,10,5,40,70,9,1,1,8,17
"geronce01",1978,1,"CIN","NL",122,296,28,67,15,1,5,27,8,3,43,67,10,3,8,1,5
"griffke01",1978,1,"CIN","NL",158,614,90,177,33,8,10,63,23,5,54,70,1,0,9,3,6
"grossgr01",1978,1,"CHN","NL",124,347,34,92,12,7,1,39,3,1,33,19,5,0,3,7,6
"groteje01",1978,1,"LAN","NL",41,70,5,19,5,0,0,9,0,0,10,5,1,0,1,2,0
"guerrpe01",1978,1,"LAN","NL",5,8,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0
"harrebu01",1978,1,"PHI","NL",71,103,16,22,1,0,0,9,5,2,18,21,0,0,6,0,0
"hebneri01",1978,1,"PHI","NL",137,435,61,123,22,3,17,71,4,7,53,58,16,9,4,4,8
"hendeke01",1978,1,"NYN","NL",7,22,2,5,2,0,1,4,0,1,4,4,1,0,0,0,0
"hendeke01",1978,2,"CIN","NL",64,144,10,24,6,1,3,19,0,0,23,32,3,0,0,2,8
"hendrge01",1978,1,"SDN","NL",36,111,9,27,4,0,3,8,1,1,12,16,0,0,0,0,2
"hendrge01",1978,2,"SLN","NL",102,382,55,110,27,1,17,67,1,0,28,44,1,2,1,4,9
"hernake01",1978,1,"SLN","NL",159,542,90,138,32,4,11,64,13,5,82,68,11,2,1,6,12
"hillma01",1978,1,"SFN","NL",117,358,20,87,15,1,3,36,1,2,45,39,8,1,2,0,12
"holtzke01",1978,2,"CHN","NL",23,10,2,2,1,0,0,0,0,0,1,5,0,0,1,0,0
"hootobu01",1978,1,"LAN","NL",32,67,4,10,1,0,0,2,0,0,7,15,0,0,18,0,2
"houghch01",1978,1,"LAN","NL",55,12,1,4,1,0,0,2,0,0,0,2,0,0,0,0,0
"jacksgr01",1978,1,"PIT","NL",60,12,0,3,0,1,0,3,0,0,0,3,0,0,0,0,0
"johnsja01",1978,1,"PHI","NL",35,56,3,10,2,0,0,4,0,2,6,9,0,0,0,0,2
"johnto01",1978,1,"LAN","NL",33,66,2,8,2,0,0,6,0,0,3,13,0,0,12,0,1
"kaatji01",1978,1,"PHI","NL",26,48,4,7,1,0,0,4,0,0,0,15,0,1,1,0,1
"kingmda01",1978,1,"CHN","NL",119,395,65,105,17,4,28,79,3,4,39,111,8,6,2,6,3
"kisonbr01",1978,1,"PIT","NL",28,29,2,4,1,1,1,1,0,0,0,5,0,0,0,0,1
"kneppbo01",1978,1,"SFN","NL",36,79,2,5,2,0,0,5,0,0,6,35,0,0,8,2,2
"knowlda01",1978,1,"MON","NL",60,6,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0
"koosmje01",1978,1,"NYN","NL",38,70,1,6,3,0,0,2,0,0,0,27,0,0,5,0,0
"kraneed01",1978,1,"NYN","NL",66,81,7,17,2,0,3,19,0,0,8,12,2,1,0,3,4
"lacyle01",1978,1,"LAN","NL",103,245,29,64,16,4,13,40,7,4,27,30,4,1,1,2,4
"lampde01",1978,1,"CHN","NL",37,73,1,15,2,0,0,3,0,0,0,17,0,0,3,0,1
"leonaje01",1978,1,"HOU","NL",8,26,2,10,2,0,0,4,0,1,1,2,0,0,0,0,0
"lolicmi01",1978,1,"SDN","NL",20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"lonboji01",1978,1,"PHI","NL",22,34,2,6,2,0,0,3,0,1,2,14,0,1,4,0,1
"lopesda01",1978,1,"LAN","NL",151,587,93,163,25,4,17,58,45,4,71,70,3,0,6,1,9
"lummi01",1978,1,"CIN","NL",86,146,15,39,7,1,6,23,0,0,22,18,4,0,0,1,4
"luzingr01",1978,1,"PHI","NL",155,540,85,143,32,2,35,101,8,7,100,135,15,11,0,4,10
"maddoga01",1978,1,"PHI","NL",155,598,62,172,34,3,11,68,33,7,39,89,11,2,3,3,9
"madlobi01",1978,1,"SFN","NL",122,447,76,138,26,3,15,44,16,5,48,39,11,3,9,2,6
"matthga01",1978,1,"ATL","NL",129,474,75,135,20,5,18,62,8,7,61,92,2,2,1,4,16
"mayru01",1978,1,"MON","NL",27,42,2,6,2,0,0,3,0,0,3,19,0,0,7,0,0
"mazzile01",1978,1,"NYN","NL",148,542,78,148,28,5,16,61,20,13,69,82,6,1,2,5,7
"mccarti01",1978,1,"PHI","NL",90,146,18,36,9,1,1,14,2,2,28,24,6,2,0,4,3
"mccovwi01",1978,1,"SFN","NL",108,351,32,80,19,2,12,64,1,0,36,57,8,0,0,2,12
"mcgratu01",1978,1,"PHI","NL",55,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"mcwilla01",1978,1,"ATL","NL",15,32,1,2,0,1,0,0,0,0,0,19,0,0,4,0,0
"mintogr01",1978,1,"SFN","NL",11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"mondari01",1978,1,"LAN","NL",119,342,54,87,14,1,19,57,2,4,49,100,11,1,3,2,4
"montawi01",1978,1,"NYN","NL",159,609,66,156,32,0,17,96,9,4,60,92,19,1,0,9,13
"moralje01",1978,1,"SLN","NL",130,457,44,109,19,8,4,46,4,4,33,44,1,1,2,6,13
"morgajo02",1978,1,"CIN","NL",132,441,68,104,27,0,13,75,19,5,79,40,3,2,0,11,6
"morriji01",1978,1,"PHI","NL",53,108,12,17,1,1,3,10,1,1,10,21,1,1,4,0,2
"motama01",1978,1,"LAN","NL",37,33,2,10,1,0,0,6,0,0,3,4,1,0,1,0,0
"mumphje01",1978,1,"SLN","NL",125,367,41,96,13,4,2,37,14,10,30,40,0,1,2,3,10
"murcebo01",1978,1,"CHN","NL",146,499,66,140,22,6,9,64,14,5,80,57,15,0,0,6,12
"murphda05",1978,1,"ATL","NL",151,530,66,120,14,3,23,79,11,7,42,145,3,3,3,5,15
"murrada01",1978,1,"CIN","NL",15,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
"murrada01",1978,2,"NYN","NL",53,7,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0
"niekrjo01",1978,1,"HOU","NL",36,65,6,9,2,0,0,5,0,0,0,18,0,0,9,0,2
"niekrph01",1978,1,"ATL","NL",45,120,5,27,4,0,0,10,0,0,3,25,0,1,4,1,3
"normafr01",1978,1,"CIN","NL",36,50,3,7,0,0,0,3,0,0,3,19,0,0,8,0,0
"oberkke01",1978,1,"SLN","NL",24,50,7,6,1,0,0,0,0,0,3,1,0,0,1,0,1
"pacioto01",1978,1,"ATL","NL",5,9,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"parkeda01",1978,1,"PIT","NL",148,581,102,194,32,12,30,117,20,7,57,92,23,2,0,2,8
"parrila01",1978,1,"MON","NL",144,520,68,144,39,4,15,70,2,3,32,103,9,2,5,1,19
"perezto01",1978,1,"MON","NL",148,544,63,158,38,3,14,78,2,0,38,104,9,2,1,5,10
"perryga01",1978,1,"SDN","NL",37,87,5,8,2,0,0,3,0,0,2,31,0,0,13,0,1
"puhlte01",1978,1,"HOU","NL",149,585,87,169,25,6,3,35,32,14,48,46,5,4,3,7,11
"reedro01",1978,1,"PHI","NL",66,6,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"reuscri01",1978,1,"CHN","NL",35,73,5,10,2,0,0,4,1,0,4,23,0,1,10,1,0
"reussje01",1978,1,"PIT","NL",23,27,1,5,2,0,0,1,0,0,0,12,0,0,0,0,1
"rhoderi01",1978,1,"LAN","NL",30,52,5,7,1,0,0,4,0,0,3,14,0,0,6,1,1
"roberda05",1978,1,"CHN","NL",37,52,4,17,3,0,2,7,0,0,2,7,0,0,3,0,2
"robinbi02",1978,1,"PIT","NL",136,499,70,123,36,2,14,80,14,11,35,105,8,5,2,11,7
"robindo01",1978,1,"PIT","NL",35,85,2,20,2,0,0,3,0,0,0,22,0,0,4,0,0
"rosepe01",1978,1,"CIN","NL",159,655,103,198,51,3,7,52,13,9,62,30,6,3,2,7,8
"roystje01",1978,1,"ATL","NL",140,529,67,137,17,8,2,35,27,17,56,49,2,3,8,4,9
"russebi01",1978,1,"LAN","NL",155,625,72,179,32,4,3,46,10,6,30,34,8,2,12,3,17
"ruthvdi01",1978,1,"ATL","NL",13,24,0,2,0,0,0,0,0,0,0,11,0,0,3,0,0
"ruthvdi01",1978,2,"PHI","NL",21,53,7,15,0,2,0,4,0,0,1,14,0,0,3,0,1
"sandesc01",1978,1,"MON","NL",10,19,0,2,0,0,0,0,0,0,0,11,0,0,2,0,0
"schatda01",1978,1,"MON","NL",32,45,3,10,2,0,1,7,1,0,2,7,0,0,2,0,2
"schmimi01",1978,1,"PHI","NL",145,513,93,129,27,2,21,78,19,6,91,103,12,4,0,8,4
"seaveto01",1978,1,"CIN","NL",36,74,5,9,1,0,0,4,0,0,8,31,0,0,13,0,0
"simmote01",1978,1,"SLN","NL",152,516,71,148,40,5,22,80,1,1,77,39,17,3,0,8,19
"smithlo01",1978,1,"PHI","NL",17,4,6,0,0,0,0,0,4,0,4,3,0,0,0,0,0
"smithoz01",1978,1,"SDN","NL",159,590,69,152,17,6,1,46,40,12,47,43,0,0,28,3,11
"smithre06",1978,1,"LAN","NL",128,447,82,132,27,2,29,93,12,5,70,90,8,1,0,13,5
"speiech01",1978,1,"MON","NL",150,501,47,126,18,3,5,51,1,0,60,75,10,1,2,6,14
"spilmha01",1978,1,"CIN","NL",4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"stargwi01",1978,1,"PIT","NL",122,390,60,115,18,2,28,97,3,2,50,93,10,7,0,3,8
"stewada01",1978,1,"LAN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sutclri01",1978,1,"LAN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"suttodo01",1978,1,"LAN","NL",34,72,1,6,0,0,0,3,0,0,4,22,0,0,14,0,0
"tekulke01",1978,1,"PIT","NL",91,21,1,2,0,0,0,0,0,0,1,9,0,0,0,0,0
"templga01",1978,1,"SLN","NL",155,647,82,181,31,13,2,47,34,11,22,87,3,1,2,3,7
"tenacge01",1978,1,"SDN","NL",142,401,60,90,18,4,16,61,6,5,101,98,8,11,0,2,5
"thomade01",1978,1,"SDN","NL",128,352,36,80,10,2,3,26,11,6,35,37,3,3,9,2,2
"trevial01",1978,1,"NYN","NL",6,12,3,3,0,0,0,0,0,0,1,2,0,0,0,0,1
"trillma01",1978,1,"CHN","NL",152,552,53,144,17,5,4,55,0,7,50,67,3,2,3,8,10
"unserde01",1978,1,"MON","NL",130,179,16,35,5,0,2,15,2,0,24,29,5,1,1,1,3
"wallide01",1978,1,"HOU","NL",120,247,30,62,11,3,3,36,9,2,30,24,3,1,0,2,2
"watsobo01",1978,1,"HOU","NL",139,461,51,133,25,4,14,79,3,1,51,57,16,4,0,11,18
"welchbo01",1978,1,"LAN","NL",23,29,3,5,1,0,0,1,0,0,0,7,0,0,6,0,0
"whitsed01",1978,1,"PIT","NL",43,11,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0
"winfida01",1978,1,"SDN","NL",158,587,88,181,30,5,24,97,21,9,55,81,20,2,0,5,13
"yeagest01",1978,1,"LAN","NL",94,228,19,44,7,0,4,23,0,0,36,41,11,0,0,2,3
"youngjo02",1978,1,"NYN","NL",113,266,40,67,12,8,7,30,4,0,16,39,1,1,1,3,4
"alexado01",1979,1,"TEX","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"anderla02",1979,1,"CLE","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bandosa01",1979,1,"ML4","AL",130,476,57,117,14,3,9,43,2,0,57,42,3,3,6,1,17
"bannifl01",1979,1,"SEA","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"baylodo01",1979,1,"CAL","AL",162,628,120,186,33,3,36,139,22,12,71,51,6,11,0,12,10
"belanma01",1979,1,"BAL","AL",101,198,28,33,6,2,0,9,5,1,29,33,0,1,11,3,3
"bellbu01",1979,1,"TEX","AL",162,670,89,200,42,3,18,101,5,4,30,45,4,3,7,10,16
"beniqju01",1979,1,"NYA","AL",62,142,19,36,6,1,4,17,3,3,9,17,0,2,1,4,5
"blairpa01",1979,1,"NYA","AL",2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"bondsbo01",1979,1,"CLE","AL",146,538,93,148,24,1,25,85,34,23,74,135,4,8,4,7,9
"bosleth01",1979,1,"CHA","AL",36,77,13,24,1,1,1,8,4,1,9,14,0,0,0,0,1
"braunst01",1979,1,"KCA","AL",58,116,15,31,2,0,4,10,0,0,22,11,2,0,1,0,2
"brettge01",1979,1,"KCA","AL",154,645,119,212,42,20,23,107,17,10,51,36,14,0,1,4,8
"brettke01",1979,1,"MIN","AL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"burgmto01",1979,1,"BOS","AL",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"burrira01",1979,2,"NYA","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"caldwmi01",1979,1,"ML4","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"campabe01",1979,1,"TEX","AL",8,9,2,1,0,0,0,0,1,0,1,3,0,0,0,0,0
"campabe01",1979,2,"CAL","AL",85,239,27,56,4,4,0,15,12,4,19,32,0,2,11,2,8
"campbbi02",1979,1,"BOS","AL",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"carewro01",1979,1,"CAL","AL",110,409,78,130,15,3,3,44,18,8,73,46,7,0,8,3,9
"cartyri01",1979,1,"TOR","AL",132,461,48,118,26,0,12,55,3,1,46,45,4,1,0,4,21
"ceronri01",1979,1,"TOR","AL",136,469,47,112,27,4,7,61,1,4,37,40,1,1,3,4,5
"chambch01",1979,1,"NYA","AL",149,554,61,155,27,3,18,63,3,2,34,53,4,5,1,5,9
"clancji01",1979,1,"TOR","AL",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"coopece01",1979,1,"ML4","AL",150,590,83,182,44,1,24,106,15,3,56,77,10,0,6,8,14
"crowlte01",1979,1,"BAL","AL",61,63,8,20,5,1,1,8,0,0,14,13,2,1,0,0,2
"darwida01",1979,1,"TEX","AL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"daviswi02",1979,1,"CAL","AL",43,56,9,14,2,1,0,2,1,0,4,7,0,0,1,0,2
"decindo01",1979,1,"BAL","AL",120,422,67,97,27,1,16,61,5,3,54,68,5,3,0,5,11
"dempsri01",1979,1,"BAL","AL",124,368,48,88,23,0,6,41,0,1,38,37,1,0,3,4,12
"dilonmi01",1979,1,"OAK","AL",30,91,15,17,1,2,1,6,6,5,6,7,0,0,2,0,2
"downibr01",1979,1,"CAL","AL",148,509,87,166,27,3,12,75,3,3,77,57,4,5,3,2,17
"dwyerji01",1979,1,"BOS","AL",76,113,19,30,7,0,2,14,3,1,17,9,1,1,0,2,7
"eckerde01",1979,1,"BOS","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ellisdo01",1979,1,"TEX","AL",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"evansdw01",1979,1,"BOS","AL",152,489,69,134,24,1,21,58,6,9,69,76,7,1,3,1,14
"fiskca01",1979,1,"BOS","AL",91,320,49,87,23,2,10,42,3,0,10,38,0,6,1,3,9
"flanami01",1979,1,"BAL","AL",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gamblos01",1979,1,"TEX","AL",64,161,27,54,6,0,8,32,2,1,37,15,11,1,0,2,6
"gamblos01",1979,2,"NYA","AL",36,113,21,44,4,1,11,32,0,0,13,13,1,0,0,0,1
"gantnji01",1979,1,"ML4","AL",70,208,29,59,10,3,2,22,3,5,16,17,1,2,5,3,3
"gibsoki01",1979,1,"DET","AL",12,38,3,9,3,0,1,4,3,3,1,3,0,0,0,0,0
"gossari01",1979,1,"NYA","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"grichbo01",1979,1,"CAL","AL",153,534,78,157,30,5,30,101,1,0,59,84,10,2,12,2,14
"griffal01",1979,1,"TOR","AL",153,624,81,179,22,10,2,31,21,16,40,59,0,5,16,4,10
"grubbjo01",1979,1,"TEX","AL",102,289,42,79,14,0,10,37,2,4,34,44,3,1,2,2,6
"gurala01",1979,1,"KCA","AL",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"harpebr01",1979,1,"CAL","AL",1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"harrato01",1979,1,"CLE","AL",149,527,99,147,25,1,20,77,20,9,89,60,2,8,7,4,8
"hassero01",1979,1,"CLE","AL",75,223,20,64,14,0,4,32,1,0,19,19,2,0,4,3,8
"hasslan01",1979,1,"BOS","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"heathmi02",1979,1,"OAK","AL",74,258,19,66,8,0,3,27,1,0,17,18,1,3,3,5,14
"henderi01",1979,1,"OAK","AL",89,351,49,96,13,3,1,26,33,11,34,39,0,2,8,3,4
"hillejo01",1979,1,"DET","AL",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"honeyri01",1979,1,"SEA","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hortowi01",1979,1,"SEA","AL",162,646,77,180,19,5,29,106,1,1,42,112,4,4,2,2,20
"hunteca01",1979,1,"NYA","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jacksre01",1979,1,"NYA","AL",131,465,78,138,24,2,29,89,9,8,65,107,3,2,0,5,17
"jenkife01",1979,1,"TEX","AL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"johnscl01",1979,1,"NYA","AL",28,64,11,17,6,0,2,6,0,0,10,7,4,0,1,1,0
"johnscl01",1979,2,"CLE","AL",72,240,37,65,10,0,18,61,2,0,24,39,1,5,0,5,6
"johnsja01",1979,1,"NYA","AL",23,48,7,10,1,0,1,7,1,0,2,7,0,0,0,0,0
"johnto01",1979,1,"NYA","AL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"jorgemi01",1979,1,"TEX","AL",90,157,21,35,7,0,6,16,0,2,14,29,1,2,3,1,3
"kaatji01",1979,2,"NYA","AL",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kellypa01",1979,1,"BAL","AL",68,153,25,44,11,0,9,25,4,5,20,25,1,1,0,3,2
"kernji01",1979,1,"TEX","AL",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kessido01",1979,1,"CHA","AL",56,110,14,22,6,0,1,7,1,0,10,12,1,0,3,1,5
"koosmje01",1979,1,"MIN","AL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lansfca01",1979,1,"CAL","AL",157,654,114,188,30,5,19,79,20,8,39,115,2,3,12,4,16
"larocda01",1979,1,"CAL","AL",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lemonch01",1979,1,"CHA","AL",148,556,79,177,44,2,17,86,7,11,56,68,6,13,3,4,15
"lowenjo01",1979,1,"BAL","AL",97,197,33,50,8,2,11,34,16,4,30,37,3,1,1,3,2
"lylesp01",1979,1,"TEX","AL",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lynnfr01",1979,1,"BOS","AL",147,531,116,177,42,1,39,122,2,2,82,79,4,4,0,5,9
"marshmi01",1979,1,"MIN","AL",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"martibu01",1979,1,"ML4","AL",69,196,17,53,8,0,4,26,0,1,8,25,0,0,8,2,3
"martide01",1979,1,"BAL","AL",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"martiti01",1979,1,"BAL","AL",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maybejo01",1979,1,"TOR","AL",137,464,61,127,22,1,21,74,1,1,69,60,7,5,1,2,10
